ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,humidity,temperature,class
26935.4,26934.5,1890.1,1889.5,1890.2,1219.3,1218.7,1218.8,8392.5,8392.0,8391.7,1633.7,1634.4,1634.7,4697.3,4697.0,118500.3,118330.4,17625.2,17620.1,17617.4,2964.0,2960.9,2959.7,1427.1,1426.8,1426.9,2428.1,2428.3,2429.3,15643.8,15644.4,23319.7,23336.2,3957.0,3957.3,3956.9,2323.9,2323.0,2322.9,5314.3,5312.9,5312.4,2583.6,2583.5,2583.5,84207.1,84203.7,5690.6,5691.8,1675.7,1674.2,1674.2,4564.4,4563.8,4565.1,1387.4,1386.7,1387.0,1692.0,1692.2,1693.0,4778.4,4780.1,44.200001,24.57,Starbucks_Cold
26935.7,26932.1,1890.7,1890.3,1890.4,1219.7,1219.1,1219.0,8391.2,8389.8,8390.2,1634.0,1634.3,1634.5,4696.6,4696.3,118444.4,118501.2,17617.2,17614.0,17608.5,2963.6,2960.3,2958.5,1427.0,1426.8,1426.7,2427.3,2427.7,2428.1,15648.1,15650.2,23339.0,23347.1,3956.0,3957.0,3956.3,2324.0,2323.0,2323.2,5313.9,5313.9,5313.7,2583.4,2583.0,2583.1,84190.5,84190.6,5691.1,5691.8,1675.9,1675.1,1675.0,4565.8,4566.1,4565.3,1387.2,1386.7,1386.6,1692.4,1692.1,1692.6,4779.4,4778.1,44.200001,24.58,Starbucks_Cold
26942.3,26941.2,1890.5,1890.2,1890.5,1220.1,1219.6,1219.7,8388.8,8388.3,8388.3,1633.7,1634.1,1634.7,4695.8,4696.1,118488.4,118432.4,17622.3,17606.6,17610.0,2963.3,2960.3,2958.3,1426.8,1426.7,1426.9,2428.2,2428.0,2428.6,15647.9,15648.1,23331.4,23333.0,3956.7,3956.9,3957.0,2323.5,2323.0,2323.1,5309.9,5308.8,5309.6,2582.8,2582.9,2583.3,84118.8,84167.5,5690.9,5690.8,1676.3,1675.0,1674.8,4563.1,4562.8,4563.4,1386.7,1386.3,1386.1,1692.5,1692.3,1692.1,4779.2,4778.5,44.029999,24.6,Starbucks_Cold
26931.5,26937.7,1890.3,1890.1,1890.2,1220.0,1219.6,1219.6,8386.2,8385.0,8386.8,1633.4,1632.8,1633.3,4694.2,4694.2,118415.4,118440.6,17625.7,17624.0,17615.7,2963.6,2960.6,2958.6,1427.3,1427.2,1427.2,2428.3,2428.4,2428.4,15643.2,15644.9,23350.8,23345.6,3960.7,3959.7,3960.8,2324.5,2323.9,2324.1,5314.5,5313.5,5313.1,2584.6,2584.4,2585.0,84178.1,84175.0,5689.4,5691.4,1676.5,1675.1,1675.2,4562.2,4562.6,4562.3,1386.6,1385.9,1386.0,1693.0,1692.5,1692.2,4778.5,4777.9,43.689999,24.610001,Starbucks_Cold
26935.2,26926.4,1890.0,1889.4,1889.9,1219.7,1219.2,1219.1,8383.7,8383.0,8383.4,1631.4,1630.3,1631.4,4692.5,4692.4,118359.9,118381.4,17624.1,17617.6,17619.8,2964.1,2961.4,2959.4,1426.3,1425.9,1426.1,2427.2,2427.7,2428.0,15645.9,15646.9,23338.0,23337.8,3953.3,3953.8,3954.2,2323.1,2322.2,2322.2,5299.4,5296.8,5297.0,2577.5,2577.6,2577.6,84104.2,84138.8,5687.4,5688.0,1674.1,1673.2,1673.0,4558.3,4559.0,4559.7,1386.0,1385.6,1385.4,1691.2,1691.4,1691.2,4777.2,4777.1,43.5,24.639999,Starbucks_Cold
26923.2,26923.3,1889.4,1889.1,1889.3,1218.7,1218.3,1218.1,8379.8,8379.5,8380.0,1630.4,1630.4,1631.3,4691.1,4690.8,118361.4,118372.4,17617.6,17615.3,17609.2,2962.7,2959.8,2958.1,1425.8,1425.7,1425.8,2427.3,2427.3,2427.6,15649.6,15648.9,23351.6,23347.6,3952.8,3952.3,3952.3,2322.9,2321.9,2322.0,5299.2,5296.8,5295.7,2576.3,2575.9,2576.5,83986.9,84055.2,5686.7,5685.7,1672.8,1672.2,1672.4,4557.8,4558.7,4558.5,1386.2,1385.2,1385.5,1690.4,1690.6,1690.8,4777.2,4776.2,43.82,24.639999,Starbucks_Cold
26921.5,26932.6,1888.5,1888.1,1888.7,1217.9,1217.7,1217.7,8378.2,8378.1,8377.5,1629.3,1629.4,1629.8,4688.7,4689.6,118355.8,118300.1,17615.8,17618.2,17608.6,2963.1,2960.6,2958.6,1425.6,1425.4,1425.5,2426.7,2426.8,2427.3,15645.7,15645.6,23349.3,23357.5,3950.5,3950.1,3950.0,2322.5,2321.5,2321.6,5291.1,5290.1,5288.6,2574.5,2573.6,2573.9,84004.9,83969.1,5682.3,5682.0,1672.3,1671.2,1671.1,4555.3,4554.3,4555.0,1385.6,1384.9,1384.8,1691.4,1690.6,1691.2,4775.4,4775.5,44.110001,24.639999,Starbucks_Cold
26924.3,26924.3,1887.6,1886.8,1887.3,1217.1,1216.4,1216.5,8374.4,8373.6,8373.5,1627.0,1627.5,1628.0,4686.9,4686.7,118307.1,118346.3,17622.8,17612.1,17606.4,2962.5,2959.5,2957.9,1424.3,1424.2,1424.2,2424.9,2425.0,2424.6,15647.8,15644.1,23315.8,23314.6,3938.2,3938.7,3938.4,2321.2,2320.0,2320.3,5273.5,5271.8,5270.7,2565.4,2564.6,2565.1,83933.3,83967.8,5678.5,5679.4,1669.8,1668.4,1668.4,4551.6,4551.8,4552.5,1384.9,1384.4,1384.1,1690.6,1690.4,1690.2,4773.6,4773.5,44.27,24.65,Starbucks_Cold
26921.7,26920.2,1887.3,1886.9,1887.3,1215.8,1215.4,1215.4,8371.9,8372.1,8372.4,1626.5,1626.9,1627.1,4685.5,4685.5,118350.0,118317.6,17601.1,17598.6,17591.5,2962.0,2959.0,2957.5,1424.3,1423.9,1423.8,2423.2,2423.2,2423.8,15645.9,15643.2,23291.6,23310.7,3934.8,3934.8,3935.0,2320.9,2319.9,2320.2,5268.8,5268.6,5267.0,2561.6,2560.6,2560.9,83951.1,83917.9,5677.6,5677.6,1667.8,1667.0,1666.4,4548.0,4548.6,4547.9,1384.6,1384.0,1384.0,1690.3,1690.0,1690.7,4772.5,4770.9,45.290001,24.68,Starbucks_Cold
26904.7,26910.1,1887.2,1886.9,1886.8,1215.3,1214.7,1214.9,8371.0,8370.2,8370.3,1625.8,1626.2,1626.5,4684.6,4684.6,118271.8,118287.2,17603.5,17601.4,17598.4,2961.4,2958.3,2956.8,1424.3,1424.1,1424.1,2424.3,2424.5,2424.5,15644.4,15644.7,23312.0,23305.3,3936.9,3936.6,3937.5,2321.1,2319.9,2319.9,5272.1,5269.8,5269.2,2562.5,2562.2,2562.3,83953.7,83963.8,5674.6,5675.7,1667.8,1666.2,1666.1,4545.9,4545.7,4546.8,1384.5,1383.7,1383.9,1689.7,1689.6,1689.8,4772.1,4773.0,45.93,24.65,Starbucks_Cold
26909.8,26905.8,1885.6,1884.9,1885.1,1214.0,1213.3,1213.2,8367.9,8366.3,8367.7,1623.9,1623.7,1623.6,4681.2,4681.3,118297.0,118290.0,17617.3,17607.6,17595.2,2961.2,2958.5,2957.3,1422.5,1422.3,1422.2,2422.4,2422.3,2422.6,15638.5,15641.8,23289.9,23293.1,3923.4,3923.1,3922.7,2318.6,2318.0,2318.2,5252.3,5250.2,5251.2,2552.8,2552.3,2552.6,83853.2,83821.2,5671.4,5670.3,1664.0,1663.1,1663.2,4545.4,4544.2,4545.5,1383.9,1382.9,1383.2,1689.6,1689.5,1689.9,4771.4,4772.3,46.189999,24.68,Starbucks_Cold
26909.9,26905.6,1884.3,1883.8,1884.0,1212.6,1211.9,1211.7,8364.1,8363.3,8363.6,1621.2,1621.4,1622.0,4679.2,4678.8,118315.2,118341.5,17603.0,17602.5,17598.9,2962.7,2959.8,2958.1,1422.4,1422.3,1422.3,2422.3,2422.1,2422.6,15635.3,15635.8,23290.3,23294.6,3920.7,3919.9,3919.3,2319.1,2318.0,2317.7,5249.1,5247.2,5246.8,2550.7,2550.3,2550.9,83848.3,83848.0,5668.5,5669.4,1662.7,1661.5,1661.8,4542.0,4542.2,4543.2,1383.2,1382.5,1382.6,1689.8,1689.5,1689.3,4770.5,4769.2,47.259998,24.709999,Starbucks_Cold
26896.4,26894.0,1884.1,1883.7,1884.1,1212.2,1211.5,1211.7,8363.7,8363.3,8364.0,1621.9,1621.2,1622.0,4678.5,4677.9,118226.2,118181.5,17605.5,17596.9,17591.4,2961.3,2958.7,2957.1,1422.5,1422.4,1422.4,2422.5,2422.2,2423.4,15632.9,15637.8,23307.4,23299.1,3919.8,3919.2,3919.5,2319.2,2318.5,2318.1,5246.4,5244.2,5244.6,2551.6,2550.9,2551.7,83812.5,83815.7,5669.5,5669.1,1663.3,1662.2,1662.3,4542.7,4541.7,4542.7,1383.6,1382.6,1383.0,1690.4,1689.7,1690.0,4771.5,4771.4,48.09,24.709999,Starbucks_Cold
26918.5,26915.0,1884.6,1884.2,1884.3,1212.9,1212.3,1212.2,8365.3,8364.2,8364.8,1622.1,1622.6,1623.4,4677.8,4677.8,118286.6,118272.9,17587.9,17587.6,17577.7,2960.9,2957.8,2956.6,1422.9,1422.8,1422.9,2422.6,2422.9,2423.9,15642.1,15643.8,23294.1,23286.6,3920.2,3919.9,3920.9,2319.5,2319.0,2318.8,5248.1,5245.2,5245.4,2552.5,2552.3,2552.6,83826.6,83835.5,5669.5,5669.1,1664.5,1663.5,1663.6,4543.0,4542.6,4543.3,1383.7,1383.0,1383.3,1689.9,1689.5,1690.0,4770.8,4771.1,48.43,24.74,Starbucks_Cold
26919.5,26922.8,1884.7,1884.4,1884.8,1214.1,1213.8,1213.8,8366.3,8365.7,8366.5,1624.7,1624.8,1625.3,4677.5,4677.5,118223.1,118228.8,17593.7,17587.0,17577.1,2961.3,2958.5,2956.5,1424.3,1424.1,1424.1,2423.9,2424.1,2424.3,15642.8,15641.3,23314.1,23322.2,3926.7,3928.4,3928.0,2321.4,2320.4,2320.6,5257.6,5256.5,5256.1,2558.6,2558.8,2558.7,83886.2,83852.7,5670.6,5669.1,1666.4,1665.3,1665.5,4545.1,4544.7,4545.8,1384.0,1383.3,1383.3,1691.1,1690.8,1691.6,4771.7,4772.3,48.299999,24.74,Starbucks_Cold
26932.7,26927.4,1885.8,1885.5,1885.5,1215.6,1215.0,1214.9,8367.8,8368.0,8367.7,1625.0,1625.5,1626.3,4677.6,4677.4,118252.5,118302.1,17591.8,17579.1,17574.9,2960.5,2957.8,2956.1,1424.2,1424.1,1424.1,2423.7,2423.6,2424.1,15639.1,15640.4,23305.9,23307.2,3928.9,3928.7,3929.0,2321.2,2320.7,2320.4,5253.6,5252.9,5252.0,2558.8,2558.6,2559.2,83847.9,83901.5,5668.4,5668.4,1667.4,1666.3,1666.3,4544.6,4545.2,4544.7,1384.6,1384.0,1383.9,1691.0,1690.8,1691.1,4774.0,4773.3,47.77,24.75,Starbucks_Cold
26930.1,26930.8,1885.5,1884.8,1885.2,1216.1,1215.4,1215.7,8366.2,8367.4,8368.7,1625.4,1625.6,1626.5,4676.7,4676.8,118171.8,118215.7,17582.7,17580.7,17574.6,2961.1,2957.6,2955.9,1425.1,1424.8,1424.7,2424.0,2424.2,2424.4,15649.9,15649.0,23324.0,23323.1,3931.9,3932.1,3932.4,2321.3,2320.5,2321.1,5255.0,5253.9,5252.9,2561.4,2560.8,2561.0,83873.6,83878.9,5666.6,5666.8,1668.8,1667.3,1667.3,4544.9,4544.7,4544.8,1384.9,1384.0,1384.3,1691.3,1691.0,1691.6,4771.6,4770.4,47.290001,24.780001,Starbucks_Cold
26938.9,26942.7,1885.9,1885.2,1885.5,1216.3,1215.7,1215.8,8367.7,8366.9,8366.8,1624.4,1624.1,1624.8,4675.6,4675.3,118095.5,118130.8,17586.0,17588.7,17587.8,2962.5,2959.0,2957.1,1424.6,1424.5,1424.6,2424.3,2423.8,2423.8,15643.1,15645.1,23332.6,23335.3,3926.8,3927.0,3926.3,2321.2,2320.5,2320.9,5246.2,5244.9,5243.3,2556.7,2556.4,2556.5,83835.8,83837.2,5665.0,5665.2,1666.7,1665.8,1666.1,4545.0,4544.4,4544.8,1384.7,1384.1,1384.2,1691.0,1690.4,1691.3,4770.7,4772.0,46.939999,24.780001,Starbucks_Cold
26938.0,26928.9,1885.2,1884.9,1885.0,1215.7,1215.0,1215.0,8367.3,8366.5,8366.4,1624.8,1624.5,1625.3,4674.1,4673.8,118116.7,118117.6,17598.8,17589.9,17581.6,2961.7,2959.0,2956.9,1424.5,1424.3,1424.3,2424.0,2423.7,2423.6,15650.0,15650.6,23299.7,23294.7,3922.8,3922.7,3923.3,2320.9,2319.8,2319.9,5245.0,5242.0,5241.7,2554.2,2553.4,2553.9,83809.2,83776.5,5664.6,5663.6,1666.2,1665.2,1665.2,4543.5,4543.7,4544.0,1384.1,1383.3,1383.7,1691.2,1690.7,1691.6,4770.7,4770.1,47.169998,24.780001,Starbucks_Cold
26923.7,26927.7,1885.5,1885.0,1885.1,1216.0,1215.4,1215.5,8366.0,8365.4,8365.6,1624.6,1624.6,1624.8,4673.2,4673.1,118109.9,118147.3,17600.3,17594.1,17581.9,2962.0,2959.2,2957.7,1425.3,1424.9,1425.1,2423.3,2423.3,2423.2,15641.0,15641.4,23294.9,23295.1,3927.3,3927.9,3928.2,2321.0,2320.1,2320.1,5244.6,5245.0,5244.1,2556.4,2556.0,2556.7,83828.8,83855.9,5666.0,5665.9,1667.0,1666.0,1665.9,4543.0,4543.4,4543.6,1384.5,1384.1,1383.7,1692.2,1691.7,1691.7,4773.7,4773.8,47.5,24.790001,Starbucks_Cold
26933.5,26935.4,1884.6,1884.3,1884.3,1216.3,1215.6,1215.6,8363.4,8362.6,8363.9,1623.8,1623.6,1624.3,4671.8,4671.7,118010.4,118006.8,17591.3,17588.2,17586.9,2961.6,2958.9,2957.1,1425.2,1425.0,1425.2,2423.5,2423.5,2423.5,15649.1,15647.8,23287.9,23301.7,3929.1,3929.3,3929.9,2321.3,2319.9,2320.2,5244.8,5243.2,5241.4,2556.5,2556.7,2557.0,83855.4,83830.7,5663.1,5664.6,1667.4,1666.5,1666.1,4542.1,4542.8,4542.9,1384.4,1384.0,1383.8,1691.3,1691.0,1692.0,4774.6,4774.8,47.290001,24.790001,Starbucks_Cold
26937.6,26941.7,1885.3,1884.9,1885.0,1216.6,1216.2,1216.2,8363.5,8362.9,8363.6,1625.1,1625.0,1625.9,4671.9,4671.6,118069.1,118154.0,17579.6,17572.5,17574.1,2961.4,2959.0,2957.0,1425.7,1425.6,1425.7,2423.5,2422.8,2423.6,15642.2,15641.8,23291.4,23294.1,3932.0,3931.6,3932.2,2322.1,2320.8,2320.8,5245.7,5245.7,5245.4,2559.2,2558.9,2558.8,83782.5,83800.0,5663.1,5663.6,1667.8,1666.8,1666.8,4541.0,4541.3,4542.4,1384.5,1383.7,1384.0,1692.1,1692.2,1692.1,4774.2,4773.1,47.259998,24.809999,Starbucks_Cold
26932.5,26934.2,1885.8,1885.4,1885.3,1217.4,1217.1,1217.0,8363.6,8363.3,8363.7,1625.3,1625.4,1625.6,4671.4,4670.6,118013.3,118001.5,17592.9,17588.4,17580.4,2961.6,2958.7,2956.7,1426.1,1426.0,1426.1,2423.8,2423.4,2424.0,15646.2,15642.7,23301.7,23299.0,3934.1,3932.9,3934.0,2321.9,2320.8,2321.1,5243.1,5242.1,5240.7,2559.6,2559.0,2559.2,83778.6,83759.6,5664.7,5664.5,1668.4,1667.4,1667.2,4543.0,4542.8,4543.2,1385.0,1384.5,1384.5,1692.3,1692.2,1692.8,4774.2,4773.8,46.860001,24.82,Starbucks_Cold
26954.0,26948.5,1885.1,1884.7,1885.1,1218.1,1217.4,1217.4,8365.1,8366.2,8364.8,1625.7,1625.8,1626.4,4670.7,4670.8,118002.4,117939.7,17584.4,17591.0,17578.3,2962.2,2958.8,2956.9,1426.8,1426.6,1426.6,2425.0,2424.9,2425.0,15642.4,15643.5,23296.4,23293.8,3935.8,3935.2,3935.9,2322.7,2321.6,2322.0,5244.8,5244.7,5243.7,2560.6,2560.7,2561.0,83743.9,83795.8,5663.6,5663.6,1669.9,1668.6,1668.5,4542.6,4543.5,4543.8,1385.7,1385.1,1385.5,1692.8,1692.4,1693.0,4775.2,4775.7,46.57,24.82,Starbucks_Cold
26945.6,26943.0,1885.7,1885.5,1885.6,1218.8,1218.3,1218.4,8365.8,8365.5,8365.7,1626.3,1626.5,1626.7,4670.2,4669.9,118010.5,117950.6,17598.6,17587.9,17580.2,2962.0,2958.6,2957.4,1427.7,1427.4,1427.5,2425.0,2425.0,2426.0,15645.1,15644.3,23282.4,23283.5,3938.9,3938.8,3938.8,2323.3,2322.5,2322.7,5248.3,5246.7,5245.8,2563.4,2563.2,2563.4,83810.2,83860.2,5663.2,5663.1,1670.5,1669.5,1669.3,4543.2,4543.0,4543.5,1385.7,1385.1,1385.7,1693.2,1692.7,1693.5,4775.7,4774.5,46.43,24.85,Starbucks_Cold
26954.5,26954.5,1886.2,1885.8,1886.0,1219.6,1219.3,1219.4,8366.0,8365.9,8365.9,1627.1,1626.9,1627.9,4669.9,4669.5,117980.5,117973.7,17588.8,17585.1,17582.5,2961.4,2958.5,2956.6,1428.3,1428.1,1428.3,2426.0,2425.8,2426.1,15646.2,15646.9,23309.2,23296.0,3943.9,3943.5,3944.0,2323.7,2322.9,2323.4,5252.7,5250.7,5250.4,2565.5,2565.2,2566.2,83848.4,83846.9,5663.2,5661.7,1672.2,1671.4,1671.2,4544.3,4543.9,4545.3,1386.4,1385.7,1385.7,1693.7,1693.4,1694.1,4776.2,4776.4,46.16,24.860001,Starbucks_Cold
26974.0,26971.3,1886.6,1886.1,1886.3,1220.8,1220.3,1220.4,8366.8,8366.5,8366.5,1627.8,1627.7,1629.0,4669.8,4669.6,117973.4,118045.9,17607.6,17599.4,17598.4,2960.9,2958.0,2956.4,1428.9,1428.8,1428.8,2426.9,2427.0,2427.1,15644.7,15647.0,23311.5,23303.8,3948.1,3948.2,3947.7,2324.8,2323.9,2324.0,5255.3,5254.3,5253.7,2568.7,2568.8,2568.4,83770.7,83812.5,5664.2,5664.0,1673.2,1672.3,1671.7,4544.9,4545.1,4546.2,1386.1,1385.6,1385.5,1693.9,1693.1,1693.5,4775.9,4776.0,45.68,24.879999,Starbucks_Cold
26977.8,26979.4,1887.2,1886.8,1887.0,1221.5,1221.1,1221.2,8366.4,8366.3,8366.6,1629.2,1629.9,1630.0,4669.9,4670.1,118060.7,118101.3,17602.8,17594.3,17589.9,2961.0,2958.4,2956.8,1430.0,1429.7,1429.9,2427.8,2427.8,2427.4,15648.4,15649.5,23335.0,23326.1,3956.0,3956.4,3957.5,2325.5,2324.9,2324.9,5263.4,5262.5,5262.8,2573.9,2573.2,2573.2,83856.6,83825.7,5662.5,5663.1,1674.1,1673.1,1672.7,4545.5,4544.5,4545.3,1386.5,1386.0,1386.2,1693.8,1693.0,1693.1,4774.8,4774.8,45.009998,24.85,Starbucks_Cold
26972.2,26976.6,1887.5,1887.0,1887.3,1222.1,1221.6,1221.5,8365.0,8364.4,8363.4,1628.6,1628.0,1627.8,4668.0,4667.7,117986.9,118009.5,17604.3,17594.0,17583.4,2960.7,2958.2,2956.3,1428.7,1428.6,1428.6,2425.2,2425.7,2425.7,15647.8,15647.8,23298.5,23296.5,3944.6,3944.1,3944.1,2323.0,2321.7,2321.9,5233.7,5233.3,5230.7,2560.5,2560.4,2559.8,83682.8,83700.6,5660.7,5660.7,1669.5,1668.7,1668.8,4539.0,4538.8,4539.4,1385.2,1384.6,1385.0,1693.1,1693.1,1693.7,4773.8,4773.2,44.290001,24.889999,Starbucks_Cold
26956.1,26957.4,1884.6,1884.1,1884.3,1218.2,1217.7,1217.7,8359.9,8359.5,8359.8,1624.2,1624.4,1625.2,4665.1,4665.4,117932.8,117976.3,17597.8,17583.9,17569.7,2962.1,2959.1,2957.9,1427.7,1427.5,1427.7,2424.5,2424.2,2424.7,15645.1,15646.8,23291.1,23295.1,3937.5,3938.2,3937.0,2323.1,2321.8,2321.9,5229.6,5228.5,5227.9,2554.3,2554.0,2554.8,83692.8,83718.1,5658.0,5656.8,1668.0,1667.1,1667.2,4538.0,4539.0,4539.6,1385.5,1384.6,1384.9,1692.6,1692.6,1692.6,4773.0,4773.5,44.700001,24.889999,Starbucks_Cold
26968.8,26964.7,1885.9,1885.5,1885.5,1218.3,1217.7,1217.8,8358.7,8359.4,8359.1,1624.0,1624.2,1624.8,4665.1,4664.6,117813.1,117925.8,17605.3,17593.5,17591.3,2960.8,2957.5,2955.7,1427.5,1427.4,1427.4,2423.9,2424.2,2424.0,15647.4,15643.0,23292.1,23293.1,3934.8,3933.4,3934.4,2322.0,2321.7,2321.6,5227.3,5224.9,5225.8,2551.8,2550.9,2552.1,83713.6,83671.3,5655.7,5655.4,1666.5,1665.5,1665.5,4536.3,4536.0,4536.1,1384.4,1383.8,1384.0,1691.8,1691.6,1692.1,4773.8,4771.6,46.049999,24.940001,Starbucks_Cold
26956.6,26955.7,1885.1,1884.5,1884.8,1217.5,1217.0,1217.1,8356.6,8356.5,8357.4,1623.5,1623.3,1624.1,4663.3,4663.2,117864.8,117806.7,17586.4,17582.1,17579.8,2959.4,2956.8,2955.3,1427.6,1427.4,1427.5,2424.0,2424.3,2424.3,15645.7,15645.2,23311.5,23319.1,3936.0,3935.5,3935.7,2321.9,2321.1,2321.3,5226.0,5225.2,5225.0,2551.2,2551.5,2551.4,83712.3,83683.5,5653.0,5651.7,1666.7,1665.4,1665.1,4535.4,4535.9,4536.0,1384.4,1383.9,1384.2,1691.4,1690.7,1691.2,4771.0,4771.3,46.439999,24.92,Starbucks_Cold
26962.0,26962.9,1884.7,1884.7,1884.7,1217.3,1216.6,1216.7,8354.1,8353.4,8355.4,1623.4,1623.8,1624.1,4662.4,4662.4,117893.0,117960.4,17588.9,17589.8,17578.8,2959.1,2956.1,2954.0,1427.6,1427.4,1427.3,2424.6,2424.1,2424.9,15644.1,15645.7,23302.3,23291.8,3937.4,3937.5,3938.1,2321.5,2320.5,2320.5,5228.4,5226.9,5225.8,2553.4,2552.7,2552.5,83641.6,83639.3,5651.2,5650.6,1665.8,1664.7,1664.4,4532.7,4532.1,4533.2,1384.4,1383.8,1383.9,1691.5,1690.9,1691.4,4772.0,4771.6,46.759998,24.92,Starbucks_Cold
26961.5,26957.6,1883.6,1883.3,1883.6,1215.9,1215.3,1215.2,8349.8,8349.2,8349.7,1620.6,1620.8,1621.2,4659.7,4659.8,117892.0,117872.6,17582.8,17570.3,17561.8,2958.5,2955.6,2954.2,1426.8,1426.7,1426.7,2423.6,2423.8,2424.0,15644.2,15641.3,23276.7,23291.8,3933.2,3933.7,3934.3,2320.8,2319.6,2319.8,5217.5,5217.2,5216.7,2549.1,2549.2,2549.0,83640.0,83616.6,5649.0,5648.1,1663.7,1662.2,1662.0,4531.3,4530.8,4530.5,1383.6,1382.7,1382.8,1690.3,1689.6,1690.3,4771.4,4770.3,46.77,24.950001,Starbucks_Cold
26951.2,26956.1,1882.2,1881.9,1882.3,1214.2,1213.6,1213.4,8344.5,8344.0,8344.8,1617.9,1618.6,1619.2,4656.9,4656.6,117860.4,117871.8,17563.2,17548.0,17554.9,2957.5,2954.9,2954.1,1424.6,1424.4,1424.5,2421.7,2421.6,2422.5,15645.6,15641.6,23290.8,23285.2,3920.9,3921.0,3921.2,2318.7,2317.4,2317.6,5200.0,5197.6,5197.9,2538.9,2538.4,2539.2,83505.3,83514.3,5644.6,5644.5,1659.8,1658.6,1658.9,4525.8,4525.3,4525.9,1382.8,1382.5,1382.3,1689.3,1689.5,1689.5,4771.5,4772.2,47.130001,24.950001,Starbucks_Cold
26950.9,26947.8,1882.2,1881.8,1881.8,1213.2,1212.7,1212.4,8342.3,8340.8,8341.2,1617.0,1617.1,1617.6,4655.2,4654.6,117795.8,117817.3,17561.0,17553.5,17542.6,2957.7,2955.0,2953.2,1424.0,1423.7,1423.8,2421.3,2421.1,2422.0,15639.9,15639.1,23270.4,23268.5,3917.1,3916.9,3917.0,2317.7,2316.6,2317.0,5196.6,5194.4,5195.2,2535.5,2535.4,2535.5,83515.1,83463.1,5641.3,5641.7,1658.5,1657.3,1657.3,4525.1,4523.9,4524.8,1382.6,1381.8,1381.7,1688.2,1688.2,1688.7,4769.2,4768.0,47.990002,24.98,Starbucks_Cold
26950.6,26945.4,1882.0,1881.3,1881.8,1212.4,1211.9,1211.9,8340.6,8340.2,8341.4,1616.7,1616.4,1617.0,4653.4,4653.4,117674.8,117628.8,17555.8,17541.4,17537.8,2956.4,2953.7,2951.9,1423.4,1423.4,1423.5,2420.0,2420.1,2421.0,15638.1,15641.4,23263.5,23278.2,3915.1,3915.1,3915.2,2316.6,2315.6,2315.6,5190.6,5190.1,5190.8,2533.8,2533.7,2533.8,83455.3,83455.2,5639.1,5639.8,1657.3,1656.1,1656.2,4522.0,4522.4,4521.9,1381.7,1380.8,1380.8,1687.8,1688.0,1688.2,4769.9,4770.0,48.580002,24.99,Starbucks_Cold
26945.7,26947.8,1880.7,1880.6,1880.9,1211.7,1211.1,1211.0,8334.9,8334.9,8334.9,1615.2,1615.5,1615.9,4651.4,4651.4,117706.8,117794.5,17555.8,17538.9,17528.6,2955.5,2952.3,2951.3,1424.2,1423.9,1423.8,2421.2,2420.8,2421.1,15643.3,15640.8,23293.5,23298.0,3916.2,3916.3,3916.1,2316.4,2315.7,2316.0,5187.9,5185.5,5185.4,2534.0,2533.5,2533.6,83474.4,83441.8,5636.6,5638.1,1656.4,1655.6,1655.2,4521.0,4521.6,4521.4,1381.6,1381.4,1381.3,1687.9,1687.7,1688.7,4767.4,4766.8,48.849998,24.98,Starbucks_Cold
26933.8,26942.2,1879.9,1879.5,1879.7,1210.5,1210.0,1210.0,8331.1,8331.3,8330.6,1613.3,1613.8,1614.2,4649.6,4649.2,117723.0,117679.3,17533.0,17520.8,17527.9,2954.5,2951.3,2950.4,1422.6,1422.5,1422.5,2419.6,2419.2,2419.3,15640.8,15638.7,23272.6,23278.2,3907.1,3907.3,3907.5,2314.9,2314.2,2314.4,5172.2,5170.5,5168.8,2527.1,2526.7,2526.9,83378.4,83358.7,5631.9,5635.0,1653.7,1652.6,1652.3,4516.3,4516.1,4517.2,1380.7,1379.9,1380.5,1687.7,1687.1,1687.9,4766.6,4766.0,48.849998,25.02,Starbucks_Cold
26937.8,26939.6,1879.3,1878.7,1878.9,1209.4,1208.9,1208.8,8328.9,8329.2,8328.9,1613.0,1612.8,1613.7,4647.1,4647.2,117686.9,117707.0,17539.1,17538.2,17533.6,2954.7,2951.5,2949.8,1422.3,1421.9,1422.0,2419.5,2419.4,2419.6,15640.4,15639.8,23283.5,23290.3,3906.7,3906.8,3906.6,2314.8,2313.8,2313.9,5174.1,5171.0,5169.7,2526.6,2526.4,2527.0,83354.9,83381.2,5631.3,5630.5,1653.6,1652.5,1652.3,4515.5,4515.5,4515.6,1380.3,1380.1,1380.4,1687.3,1686.8,1687.6,4763.5,4763.7,49.130001,25.02,Starbucks_Cold
